Name,HP,SP,DEF,RES,SPD,EVA,Stat Total,Link,URL,Image,Full Name,Passive 1,Passive 2,Passive 3,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Passives,Skills,ID,Date
Flandre,7,18,1,0,7,3,36,🔗,https://tbs-crossover-arena.fandom.com/wiki/Flandre,,Flandre Scarlet,,,,"Starbow Break
[ATK] Cost 6 SP
One Enemy : [Dark 18]
Self : Lose 6 HP. This can KO.  ","Forbidden Fruit
[MAG] Cost 7 SP
All Enemies : [Mystic 6]
All Allies : Lose 1 SP.
This Skill has +1 ACC.  ","Laveatein
[ATK] Cost 12 SP
All Enemies : [Fire 18]
All Allies : Lose 4 HP. This can KO.
This Skill has -3 ACC.",,,0,3,137,11/8/2021
Suwako,6,12,0,0,6,5,29,🔗,https://tbs-crossover-arena.fandom.com/wiki/Suwako,,Suwako,"Froggy Power!
While Suwako is in front,
all Nature damage is increased by 1.",,,"Moriya's Iron Ring
[ATK] Cost 2 SP
One Enemy : [Blade 4]","Long-Arm and Long-Leg
[ATK] Cost 6 SP
One Enemy : [Nature 8]","Froggy Braves the Elements
[MAG] Cost 5 SP
All Enemies : [Cold 3] [-2 RES]
This Skill has -1 ACC. ","Mishaguji-sama
[MAG] Cost 6 SP
All Enemies : [Nature 4] [-2 DEF] 
This Skill's damage is reduced by the opposite defensive stat.
This Skill has -1 ACC.",,1,4,138,11/8/2021
Galdred,5,3,1,1,5,2,17,🔗,https://tbs-crossover-arena.fandom.com/wiki/Galdred,,Galdred,"Obsessive Research
Galdred has Bold 3.
The first time each of Galdred's Skills hit a target,
gain [1 Transform]. ","Secret Formula
If Galdred has 3 Transforms at the end of his
turn he becomes The Beast Within and recovers 10 HP.",,"Withering Toxin
[ATK] Cost 3 SP
One Enemy : [Dark 0] [Poison 3,Terror 3] ","Eviscerate
[ATK] Cost 3 SP
One Enemy : [Pierce 5]","Explosive Cocktail
[ATK] Cost 3 SP
One Enemy : [Impact 2] [-2 DEF,RES,SPD,EVA]",,,2,3,139,11/17/2021
Kanako,12,12,2,2,2,0,30,🔗,https://tbs-crossover-arena.fandom.com/wiki/Kanako,,Kanako Yasaka,"Strong Faith
While Kanako is injured,
She recovers 4 SP at the end of her turn.",,,"Mad Dance on Medoteko
[MAG] Cost 3 SP
One Enemy : [Spirit 4] [Heavy 1]  
This Skill's damage is reduced by the opposite defensive stat.","Misayama Hunting Ritual
[MAG] Cost 5 SP
All Enemies : [Blade 3]
This Skill has +1 ACC.
This Skill's damage is reduced by the opposite defensive stat.   ","Beautiful Spring like Suiga
[MAG] Cost 6 SP
One Enemy : [Cold 7] [-1 ATK,MAG] ","Virtue of Wind God
[MAG] Cost 8 SP
All Enemies : [Wind 7]
This Skill has -1 ACC.",,1,4,140,11/17/2021
Tenshi,9,5,4,3,1,0,22,🔗,https://tbs-crossover-arena.fandom.com/wiki/Tenshi,,Tenshi,"Keystone Formation
When Tenshi uses Swap,
all allies gain [+2 DEF].",,,"World Creation Press
[ATK] Cost 2 SP
One Enemy : [Nature 1] [-3 ATK]","Violent Motherland
[ATK] Cost 5 SP
All Enemies : [Nature 2] [-2 MAG,SPD]
This Skill has -1 ACC.","Sword of Hisou
[ATK] Cost 4 SP
One Enemy : [Spirit 3] {20% Curse 3}
This Skill has Precision.","State of Enlightenment
[SUP] Cost 5 SP
Self : [+4 DEF,RES] [Heavy 3, Stuck 3] ",,1,4,141,11/17/2021
The Beast Within,15,10,3,3,9,4,44,🔗,https://tbs-crossover-arena.fandom.com/wiki/Galdred,,The Beast Within,"Inhuman Speed
The Beast Within recovers 10 SP at the end of it's turn.",,,"Blood Frenzy
[ATK] Cost 10 SP
One Enemy : [Pierce 8]
If this Skill KOs the target, use it again at no cost. ","Hydra Helix 
[ATK] Cost 7 SP
All Enemies : [Pierce 6]
This Skill has -1 ACC.",,,,1,2,142,11/17/2021
Yukari,9,20,2,2,2,3,38,🔗,https://tbs-crossover-arena.fandom.com/wiki/Yukari,,Yukari Yakumo,"Manipulation of Boundaries
At the start of Yukari's turn,
you may give one target [Reverse 1].
If you target Yukari,
you may remove Reverse after Yukari's turn.",,,"Mesh of Light and Darkness
[MAG] Cost 5 SP
All Enemies : [Spirit 2] [-2 ACC] [Reveal 2]
This Skill has -1 ACC.  ","Hyperactive Flying Object
[MAG] Cost 5 SP
Two Enemies : [Wind 4]
This Skill has Break 2.  ","Shikigami ""Ran Yakumo +""
[MAG] Cost 5 SP
One Enemy : [Impact 5]
This Skill deals +2 damage if Ran is in front.
This Skill deals +2 damage if Chen is in front.  
This Skill's damage is reduced by the opposite defensive stat. ","Yukari's Spiriting Away
[SUP] Cost 20 SP
End the current Round.","IN Quadruple Barrier
[SUP] Cost 5 SP
All Allies : [+3 DEF] or [+3 RES]  ",1,5,143,11/17/2021
Yuuka,16,15,3,1,1,2,38,🔗,https://tbs-crossover-arena.fandom.com/wiki/Yuuka,,Yuuka Kazami,"Force of Nature
Yuuka has Break 2.
Nature Skills have no effect on Yuuka.",,,"Flower Shot
[MAG] Cost 3 SP
One Enemy : [Nature 4]
This Skill has +2 ACC. ","Gensokyo's Reflowering
[MAG] Cost 5 SP
All Enemies : [Nature 3]
All Allies : Recover 3 HP.
This Skill has -1 ACC.  ","Beauty of Nature
[MAG] Cost 5 SP
All Enemies : [Nature 3]
Increase Negative Status Effects on All Enemies by 2.
This Skill has -1 ACC.",,,1,3,144,11/17/2021
Yuyuko,9,18,1,4,1,1,34,🔗,https://tbs-crossover-arena.fandom.com/wiki/Yuyuko,,Yuyuko Saigyouji,"Hakugyokurou's Mistress
Yuyuko is immune to Death.
While Yuyuko is in front,
allies have a 50% chance of removing Death when applied.",,,"Ghostly Dream's Butterfly
[MAG] Cost 5 SP
One Enemy : [Sprirt 2] [-2 SPD,EVA] {50% Death 1}  ","Deadly Swallowtail Lance
[MAG] Cost 4 SP
Two Enemies : [Dark 2] {30% Death 1}
This Skill has Break 1.   ","Ghastly Dream
[MAG] Cost 7 SP
All Enemies : [Spirit 4] [-1 SPD,EVA] [Death 3]
This Skill has -1 ACC. ","Saigyouji Flawless Nirvana
[MAG] Cost 10 SP
All Enemies : [Dark 3] [Death 1]
This Skill has -3 ACC.",,1,4,145,11/17/2021
Clint,9,18,1,0,5,1,34,🔗,https://tbs-crossover-arena.fandom.com/wiki/Clint,,Clint,"Private Collection
When Clint rallies, gain [1 X]. 
X = Name of any character on the wiki. ",,,"Copy
[SUP] Cost 0 SP
One Target : Target's Name = Y 
Self : Gain [3 Y].","Paste
[SUP] Cost [1 Name]
Use one of that character's Skills.
Pay the appropriate costs.",,,,1,2,146,11/18/2021
Mark,10,21,1,3,4,2,41,🔗,https://tbs-crossover-arena.fandom.com/wiki/Mark,,Mark Mableridge,"Swaying Formation
When Mark uses Swap,
all allies gain [+2 EVA].",,,"Dagger
[ATK] Cost 2 SP
One Enemy : [Blade 2]
This Skill has +4 ACC.","Pure Crystalight
[SUP] Cost 2 SP
One Target : [+3 ACC] or [Reveal 2] ","Shooting Star
[MAG] Cost 4 SP
One Enemy : [Fire 5]","Mossy Song
[SUP] Cost 5 SP
One Other Ally : [Terror 2]
All Enemies : [-3 ATK] or [-3 MAG]",,1,4,147,11/18/2021
Mikhail,15,15,2,2,2,0,36,🔗,https://tbs-crossover-arena.fandom.com/wiki/Mikhail,,Mikhail,"The Illusive Ryuujin
This character cannot start in slots 1-4.","Midori-ryuu, the Green Dragon
At the start of the game,
all allies gain [+1 ATK,MAG,DEF,RES,SPD,EVA].  ",,"Encyclopedia
[SUP] Cost 5 SP
All Allies : Gain a +1 Stat Boost.","The Tale of the Journey
[SUP] Cost 5 SP
Two Allies : [Cure 1]","Berth of the Dragon
[SUP] Cost 5 SP
All Allies : Recover 3 HP and SP.  ","The Vast and Beautiful World
[SUP] Cost 5 SP
All Allies : [Distance 3]",,2,4,148,11/18/2021
Znaniya,16,15,3,2,1,0,37,🔗,https://tbs-crossover-arena.fandom.com/wiki/Znaniya,,Znaniya,"The Illusive Ryuujin
This character cannot start in slots 1-4.","Kurenai-ryuu, the Crimson Dragon
At the start of the game,
all allies gain [Bold 2, Shield 2].",,"Greatsword
[SUP] Cost 5 SP
All Allies : [+3 ACC]","The Tale of the Hero
[SUP] Cost 5 SP
One Ally: Revive KO'ed Ally with 1 HP and max SP.","Fury of the Dragon
[ATK] Cost 5 SP
One Enemy : [Fire 5]
This Skill has Scope, Precision, Break, and cannot KO.","Swaying Strike
[SUP] Cost 5 SP
All Allies : [+2 EVA] [Crit 2]",,2,4,149,11/18/2021
Daruis,9,10,4,2,5,0,30,🔗,https://tbs-crossover-arena.fandom.com/wiki/Darius,,Daruis,"Hemorrhage
When Darius inflicts Bleed, the effect is Cumulative.
Darius gains [+3 ATK] if he applies [Bleed 3] or more.",,,"Decimate
[ATK] Cost 5 SP
All Enemies : [Blade 3] {50% Bleed 1}
Self : Recover X HP. 
X = Targets inflicted with Bleed by this Skill.
This Skill has -1 ACC.  ","Crippling Strike
[ATK] Cost 2 SP
One Enemy : [Blade 3] [Bleed 2]","Apprehend
[ATK] Cost 2 SP
One Enemy : [Blade 1] [Bleed 1, Heavy 3]","Noxian Guillotine
[ATK] Cost 6 SP
One Enemy : [Blade 2 + X] 
This skill has Break, Scope and Precision.
If this Skill KO's, recover 6 SP. 
X = Target's [Bleed X]",,1,4,150,11/23/2021
Shion,18,18,1,4,5,1,47,🔗,https://tbs-crossover-arena.fandom.com/wiki/Shion,,Shion,"Absorbing one's spirit and self
When an enemy is KO'ed while Shion is in front,
Recover 3 HP and SP.","Soul-related abilities
While Shion is in front,
all Spirit damage is increased by 1.",,"Id=Es
[MAG] Cost 5 SP
One Enemy : [Spirit 4]
Self : [Shield 3] ","Feral Ghost of Aveyron 
[ATK] Cost 6 SP
One Enemy : [Blade 5]
Self : [+2 SPD,EVA]  ","Fading Sense of Self
[MAG] Cost 4 SP
All Enemies : [Spirit 1] [-2 ACC]
This Skill has +1 ACC. ","Monochrome Wraith
[MAG] Cost 8 SP
All Enemies : [Mystic 5]
This Skill has Break and -1 ACC.",,2,4,151,11/25/2021
Wakasagihime,11,11,1,3,1,4,31,🔗,https://tbs-crossover-arena.fandom.com/wiki/Wakasagihime,,Wakasagihime,"Grows in Power when Underwater
At the end of Wakasagihime's Turn,
All Allies with Water Skills gain [+2 EVA]",,,"Tail Fin Slap
[SUP] Cost 2 SP
One Ally : Gain [Cure 0] and recover 2 HP.","Great Raging Waves of the Reversed Scale
[SUP] Cost 7 SP
All Enemies : [Curse 1] ","Tidal Wave of the Lake
[ATK] Cost 4 SP
All Enemies : [Water 1] [Disable 2]
This Skill has +1 ACC. ","School of Fish
[SUP] Cost 5 SP
All Allies : [Taunt 2, Distance 1]",,1,4,152,11/25/2021
Shaggy,7,14,0,0,6,4,31,🔗,https://tbs-crossover-arena.fandom.com/wiki/Shaggy,,Shaggy Rogers,"Flight or Flight Response
At the end of Shaggy's turn,
gain [+X SPD, EVA].
X = Shaggy's [X Terror] ","Consistent Cowardice 
When Shaggy loses 2 or more SP, 
lose only 1 SP instead.",,"Zoinks!
[SUP] Cost 2 SP
Self : [Distance 3] [Terror 4]   ","In-fight Snack
[SUP] Cost 4 SP
Self : [Regenerate 3]
One Ally : [Regenerate 3]","Makeshift Trap
[SUP] Cost 4 SP
One Enemy : [Trap 6]","Would you do it for a Scooby Snack?   
[SUP] Cost 4 SP
Shaggy : Recover 12 SP.
Shaggy cannot use this Skill. 
All Other Allies can use this Skill.",,2,4,153,11/26/2021
Ultra Instinct Shaggy,7,14,0,0,6,4,31,🔗,https://tbs-crossover-arena.fandom.com/wiki/Ultra_Instinct_Shaggy,,Shaggy Rogers,"Fight or Fight Response
At the end of Shaggy's turn,
gain [+X ATK, DEF].
X = Shaggy's [X Bold] ","Shaggy's Power
Shaggy is immune to Terror.
Shaggy has Counter 3.",,"""Bad""
[SUP] Cost 2 SP
Self : [Bold 4]","Masterful Hand-to-Hand Combat
[ATK] Cost 7 SP
One Enemy : [Impact 7] 
This Skill has +4 ACC. ","Facebreaker
[ATK] Cost 6 SP
Two Enemies : [Impact 6]","Improvised Weapon
[ATK] Cost 10 SP
One Enemy : [Impact 12] ",,2,4,154,11/26/2021
Paul Atreides,4,22,0,0,6,3,35,🔗,https://tbs-crossover-arena.fandom.com/wiki/Paul_Atreides,,Paul Atreides,"Kwisatz Haderach
At the start of Paul's turn, choose an enemy in front.
Your opponent decides that character's next action now
and must follow later though if able to do so.","Shield
Skills that would deal 3 or more damage miss instead. ",,"Prana-Bindu
[SUP] Cost 5 SP
Self : [+5 EVA]
You may use another skill. ","Voice
[SUP] Cost 4 SP
One Enemy : [Weaken 1] or [Silence 1] or [Disable 1]  ","Balintawak Eskrima Fighting Style 
[ATK] Cost 8 SP
One Enemy : [Blade 2]
This Skill has +2 ACC and Adept 3.",,,2,3,155,11/30/2021
Yasuo,8,12,2,2,7,3,34,🔗,https://tbs-crossover-arena.fandom.com/wiki/Yasuo,,Yasuo,"Way of the Wanderer
When Yasuo hits a target, gain [+1 Flow] to a max of 5.
At the end of his turn, you may spend 2 Flow to gain [Shield 3].",,,"Steel Tempest
[ATK] Cost 2 SP
One Enemy : [Blade 3]
This Skill has +2 ACC. 
If this Skill hits, you may spend 1 Flow to inflict [Mark 3].","Wind Wall
[SUP] Cost 4 SP
Enemy Slot X : [Weaken 1, Silence 1] 
X = Yasuo's Slot number.","Sweeping Blade
[SUP] Cost 1 SP
Swap places with an ally in Front.
You may use another skill.","Last Breath
[ATK] Cost 6 SP
All Enemies : [Blade 8]
This Skill only hits Marked Enemies.
This Skill has -1 ACC.",,1,4,156,11/30/2021
Yone,9,12,1,2,7,3,34,🔗,https://tbs-crossover-arena.fandom.com/wiki/Yone,,Yone,"Way of the Hunter
At the start of the game, Yone has [Steel Sword].
At the end of his turn, swap [Steel Sword] for [Azakana Sword] or vice versa.
If Yone has [Steel Sword], X = ATK
If Yone has [Azakana Sword], X = MAG",,,"Mortal Steel
[X] Cost 2 SP
One Enemy : [Blade 4]  ","Spirit Cleave
[X] Cost 4 SP
All Enemies : [Blade 2]
Self : [Shield Y]
Y = Targets hit 
This Skill has -1 ACC. ","Soul Unbound
[SUP] Cost 3 SP 
Self : [+2 ATK,MAG,SPD]","Fate Sealed
[X] Cost 5 SP
All Enemies : [Blade 4] [Mark 2]
This Skill has -1 ACC.",,1,4,157,11/30/2021
Rammus,12,9,4,3,4,0,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Rammus,,Rammus,,,,"Spiked Shell
[MAG] Cost 3 SP
One Enemy : [Pierce X]
X = Rammus' DEF
This Skill inflicts [Weaken 2] if Rammus has Crit.  ","Powerball
[SUP] Cost 3 SP
Self : [+3 SPD] [Crit 2]","Defensive Ball Curl
[SUP] Cost 3 SP
Self : [+2 DEF,RES] [-2 SPD] [Thorns 3] ","Frenzying Taunt
[SUP] Cost 3 SP
Self : [+1 MAG] [Taunt 4]","Soaring Slam
[MAG] Cost 5 SP
All Enemies : [Impact 3] [-2 SPD]
This Skill has -1 ACC. 
This Skill inflicts [Weaken 2] if Rammus has Crit.",0,5,158,12/1/2021
Brandon,7,13,2,0,5,4,31,🔗,https://tbs-crossover-arena.fandom.com/wiki/Brandon,,"Brandon ""The Raven"" Hess","Slicing Formation
When Brandon uses Swap,
all Allies gain [+2 ATK].  ",,,"Dagger Storm
[ATK] Cost 5 SP
All Enemies : [Blade 4]
This Skill has -1 ACC.","Curtain Call
[SUP] Cost 5 SP
All Enemies : [-3 ATK]","Take the Stage
[SUP] Cost 2 SP
Self : [+2 EVA,ACC] ","The Show's Over
[SUP] Cost 7 SP
All Allies : [Crit 4]",,1,4,159,12/6/2021
Ferederick,8,12,0,0,6,3,29,🔗,https://tbs-crossover-arena.fandom.com/wiki/Ferederick,,Ferederick,"Safety First
At the start of Ferederick's turn,
one Ally gains [Cure 0].",,,"Plastic Safety Scissors
[ATK] Cost 2 SP
One Enemy : [Impact 2] {10% +8 damage}  ","Watch Out!
[SUP] Cost 4 SP
One Ally : [+3 EVA]  ","Not Again...
[SUP] Cost 8 SP
All X : [Y 3]
Flip a Coin.
Heads: X = Enemies
Tails: X = Allies
Roll a D6.
1: Y = Terror  4: Y = Curse
2: Y = Poison  5: Y = Death
3: Y = Heavy   6: Y = Freeze","Prepared
[SUP] Cost 4 SP
One Ally : [Cure 3]",,1,4,160,12/6/2021
Sally,4,15,0,0,6,4,29,🔗,https://tbs-crossover-arena.fandom.com/wiki/Sally,,Sally James,"Eep!
When a skill misses Sally,
gain [Cloak 1, Distance 1].","Paranoid
While Sally is in Front,
Enemies or Skills with Scope deal -1 damage. ",,"Slingshot
[ATK] Cost 4 SP
One Enemy : [Impact 4]
If Sally is Distanced, deal +3 damage. ","Lasso
[ATK] Cost 2 SP
One Enemy : [Impact 0] [Weaken 2, Trap 3]   ","Once More!
[SUP] Cost 6 SP
One Ally : Recover 12 SP.","Try Again.
[SUP] Cost 7 SP
One Enemy : [Weaken 1, Silence 1, Disable 1, Shock 1]",,2,4,161,12/6/2021
Terrowin,12,15,0,3,4,1,35,🔗,https://tbs-crossover-arena.fandom.com/wiki/Terrowin,,Terrowin,"I Want to Break Free
Terrowin is immune to Trap and Heavy.","Another One Bites the Dust
When Terrowin KOs his target, he may use another Skill.",,"Don’t Stop Me Now!
[SUP] Cost 4 SP
Self : Recover 12 SP.","Galaxy Scepter
[ATK] Cost 3 SP
One Enemy : [Impact 5]","Under Pressure
[ATK] Cost 5 SP
One Enemy : [Impact X]
X = Terrowin's missing HP.",,,2,3,162,12/6/2021
Warwick,11,10,1,2,4,2,30,🔗,https://tbs-crossover-arena.fandom.com/wiki/Warwick,,Warwick,"Blood Hunt
If target is injured, deal +2 damage and gain Scope.","Eternal Hunger
If Warwick has 4 or less HP, gain Break.",,"Jaws of the Beast
[MAG] Cost 2 SP
One Enemy : [Pierce 1]
Self : Recover X HP.
X = Damage dealt. ","Primal Howl
[SUP] Cost 4 SP
Self : [+1 DEF,RES]
All Enemies : [Paralysis 1] ","Infinite Duress
[ATK] Cost 6 SP
One Enemy : [Blade 4] [Weaken 1, Silence 1, Disable 1, Shock 1]
Self : Recover X HP.
X = Damage dealt.",,,2,3,163,12/6/2021
Link (AoL),8,10,2,1,5,2,28,🔗,https://tbs-crossover-arena.fandom.com/wiki/Link_(AoL),,Link (AoL),,,,"Shield
[SUP] Cost 3 SP
One Ally : [+2 DEF,RES]","Down Thrust
[ATK] Cost 2 SP
One Enemy : [Blade 4] ","Jump Thrust
[ATK] Cost 3 SP
One Enemy : [Blade 3]
This Skill has +4 ACC.","Life
[SUP] Cost 4 SP
One Ally : Recover 8 HP.  ","Thunder
[MAG] Cost 8 SP
All Enemies : [Electric 3]
All Allies : [Break 3] 
This Skill has -1 ACC.",0,5,164,12/7/2021
Link's Shadow,8,10,2,1,5,2,28,🔗,https://tbs-crossover-arena.fandom.com/wiki/Link%27s_Shadow,,Link's Shadow,"Reflection
You may use the Attack Skills of any enemies
in the Front like they're your own.","Expert Swordfighter
At the start of Link's Shadow's turn,
gain [Shield 1, Counter 3].",,"Unpredictable A.I.
[SUP] Cost 2 SP
Self : [+3 EVA]   ",,,,,2,1,165,12/7/2021
Rebonack,12,7,3,2,3,2,29,🔗,https://tbs-crossover-arena.fandom.com/wiki/Rebonack,,Rebonack,"Horse and Rider
At the start of Rebonack's turn,
if he has 8 or more HP,
gain [+3 SPD,EVA].",,,"Lance
[ATK] Cost 3 SP
One Enemy : [Pierce 7]
Rebonack can only use this Skill if he has 8 or more HP.","Sword
[ATK] Cost 2 SP
One Enemy : [Blade 3]  ","Knives
[ATK] Cost 2 SP
One Enemy : [Blade 2]
This Skill has +2 ACC.  ","Shield
[SUP] Cost 4 SP
Self : [Shield 5]",,1,4,166,12/7/2021
Able (Chromatik),8,12,1,2,7,0,30,🔗,https://tbs-crossover-arena.fandom.com/wiki/Able_(Chromatik),,Able,"Chromatik
At the end of this character's turn,
he may spend 2 SP to swap souls.","Honed Stance
If Able hits a target,
gain [Precision 1].",,"Practiced Strike
[ATK] Cost 5 SP
One Enemy : [Blade 4]
Self : [+2 DEF,RES]  ","Drifting Slash
[ATK] Cost 4 SP
One Enemy : [Blade 3]
You may swap with any ally.","Silencing Strike
[ATK] Cost 3 SP
One Enemy : [Blade 1] [Silence 2]",,,2,3,167,12/8/2021
Chromatik,X,X,X,X,X,X,0,🔗,https://tbs-crossover-arena.fandom.com/wiki/Chromatik,,Chromatik,"Start
At the start of the game,
Chromatik becomes Mikhail.","Souls of Warriors 
Chromatik is comprised of these souls.
Mikhail: A competent and aggressive swordfighter
Rueger: A competent and defensive swordfighter
Clan: A ninja with plans within plans
Osten: A noble who lives for attention
Able: A samurai with a code of honor that’s never failed him
Gree: A viking who always seems to be happy
Rou: An archer with a discerning eye
Inno: A tinker who macgyvers his way to victory
Kin: A knight with a hand out for those in need",,,,,,,2,0,168,12/8/2021
Clan (Chromatik),8,12,0,0,7,4,31,🔗,https://tbs-crossover-arena.fandom.com/wiki/Clan_(Chromatik),,Clan (Chromatik),"Chromatik
At the end of this character's turn,
he may spend 2 SP to swap souls.","Elusive Stance
If Clan hits a target,
gain [Distance 2].   ",,"Throwing Knives
[ATK] Cost 5 SP
All Enemies : [Blade 2]
This Skill has +3 ACC. ","Dive Kick
[ATK] Cost 4 SP
One Enemy : [Impact 5]","Blinding Strike
[ATK] Cost 3 SP
One Enemy : [Blade 1] [Weaken 2]",,,2,3,169,12/8/2021
Gree (Chromatik),8,12,3,1,3,2,29,🔗,https://tbs-crossover-arena.fandom.com/wiki/Gree_(Chromatik),,Gree (Chromatik),"Chromatik
At the end of this character's turn,
he may spend 2 SP to swap souls.","Jovial Stance
If Gree hits a target,
gain [Regenerate 2].",,"Reassuring Attack
[ATK] Cost 5 SP
One Enemy : [Impact 4]
All Allies : [+2 RES]","Talkative Assault
[ATK] Cost 4 SP
One Enemy : [Impact 3] [-3 RES] ","Indifferent Strike
[ATK] Cost 3 SP
One Enemy : [Impact 3]
Self : [Cure 0]",,,2,3,170,12/8/2021
Inno (Chromatik),8,12,1,1,5,2,29,🔗,https://tbs-crossover-arena.fandom.com/wiki/Inno_(Chromatik),,Inno (Chromatik),"Chromatik
At the end of this character's turn,
he may spend 2 SP to swap souls.","Surveying Stance 
If Inno hits a target,
gain [Scope 2].",,"Clever Trap
[ATK] Cost 5 SP
All Enemies : [Impact 1] [Heavy 2, Stuck 2]
This Skill has -1 ACC.","Stealing Strike
[ATK] Cost 4 SP
One Enemy : [Impact 2] [Curse 2] ","Excited Discovery
[ATK] Cost 3 SP
One Enemy : [Impact 0]
One Ally : [+1 ATK,MAG,DEF,RES,SPD,EVA] ",,,2,3,171,12/8/2021
Kin (Chromatik),8,12,4,1,2,0,27,🔗,https://tbs-crossover-arena.fandom.com/wiki/Kin_(Chromatik),,Kin (Chromatik),"Chromatik
At the end of this character's turn,
he may spend 2 SP to swap souls.","Sheltering Stance
If Kin hits a target,
gain [Taunt 2].",,"Valiant Defence
[ATK] Cost 5 SP
One Enemy : [Blade 4]
All Allies : [+2 DEF]","Lend Aid
[ATK] Cost 4 SP
One Enemy : [Blade 2]
One Other Ally : [Cure 2] ","To Protect
[ATK] Cost 3 SP
One Enemy : [Blade 2]
One Other Ally : [Shield 3]",,,2,3,172,12/8/2021
Mikhail (Chromatik),8,12,1,1,6,2,30,🔗,https://tbs-crossover-arena.fandom.com/wiki/Mikhail_(Chromatik),,Mikhail (Chromatik),"Chromatik
At the end of this character's turn,
he may spend 2 SP to swap souls.","Aggressive Stance
If Mikhail hits a target,
gain [Crit 2]. ",,"Leaping Slash
[ATK] Cost 5 SP
One Enemy : [Blade 8]
Self : [-1 DEF,EVA]","Dashing Strike
[ATK] Cost 4 SP
One Enemy : [Blade 4]
Self : [+2 SPD]   ","Heavy Cut
[ATK] Cost 3 SP
One Enemy : [Blade 6]
This Skill has -2 ACC.",,,2,3,173,12/8/2021
Osten (Chromatik),8,12,0,2,5,3,30,🔗,https://tbs-crossover-arena.fandom.com/wiki/Osten_(Chromatik),,Osten (Chromatik),"Chromatik
At the end of this character's turn,
he may spend 2 SP to swap souls.","Bold Stance
If Osten hits a target,
gain [Bold 2].",,"Swift Strikes
[ATK] Cost 5 SP
One Enemy : [Blade 2]
This Skill has +2 ACC and Adept 2. ","Flamboyant Display
[ATK] Cost 4 SP
One Enemy : [Blade 2]
Self : [Taunt 5]","Deft Riposte
[ATK] Cost 3 SP
One Enemy : [Blade 2]
Self : [Counter 3]",,,2,3,174,12/8/2021
Rou (Chromatik),8,12,0,1,6,3,30,🔗,https://tbs-crossover-arena.fandom.com/wiki/Rou_(Chromatik),,Rou (Chromatik),"Chromatik
At the end of this character's turn,
he may spend 2 SP to swap souls.","Pierceing Stance
If Rou hits a target,
gain [Break 2].  ",,"Deadly Shot
[ATK] Cost 5 SP
One Enemy : [Pierce 5]  
This Skill has +4 ACC.","Crippling Shot
[ATK] Cost 4 SP
One Enemy : [Pierce 3] [-3 DEF]  ","Disabling Shot
[ATK] Cost 3 SP
One Enemy : [Pierce 1] [Disable 2]",,,2,3,175,12/8/2021
Rueger (Chromatik),8,12,3,2,4,0,29,🔗,https://tbs-crossover-arena.fandom.com/wiki/Rueger_(Chromatik),,Rueger (Chromatik),"Chromatik
At the end of this character's turn,
he may spend 2 SP to swap souls.","Defensive Stance
If Rueger hits a target,
gain [Shield 2].   ",,"Block and Counter
[ATK] Cost 5 SP
One Enemy : [Blade 4]
Self : [+1 DEF] [Thorns 3] ","Sweeping Slash
[ATK] Cost 4 SP
Two Enemies : [Blade 2]
Self : [Distance 2]  ","Shield Bash
[ATK] Cost 3 SP
One Enemy : [Impact 2] [-2 EVA,ACC]    ",,,3,2,176,12/8/2021
Usato,8,18,2,2,7,3,40,🔗,https://tbs-crossover-arena.fandom.com/wiki/Usato,,Ken Usato,"Insane Conditioning
Usato recovers 2 SP at the end of his turn.",,,"Self Sustaining Healing Magic
[SUP] Cost 6 SP
Self : [Regenerate 6] ","Enhanced Hand-to-Hand Combat
[ATK] Cost 6 SP
One Enemy : [Impact 8] ","Healing Pitch
[MAG] Cost 6 SP
One Enemy : [Light 12]
If this Skill hits and doesn't KO, the target recovers 12 HP.","Regular Healing
[SUP] Cost 6 SP
One Ally : Recover 12 HP.",,1,4,177,12/8/2021
Cadenza,16,6,4,2,2,0,30,🔗,https://tbs-crossover-arena.fandom.com/wiki/Cadenza,,Cadenza,"Iron Body
At the end of Cadenza's turn,
you may spend 3 SP to gain [Shield 5]. ",,,"Clockwork Drive
[ATK] Cost 3 SP
One Enemy : [Blade 6]
Self: [-2 SPD]","Grapnel Grasp
[ATK] Cost 3 SP
One Enemy : [Pierce 3]
If this skill hits, you may swap
the target enemy with an enemy in Front.","Battery Burst
[SUP] Cost 3 SP
One Ally : [Haste 1] [Distance 1]  ","Rocket Press
[ATK] Cost 6 SP
One Enemy : [Impact 10]
This Skill has -2 ACC.","Feedback Field
[SUP] Cost 3 SP
Self : [Thorns 6]",1,5,178,12/13/2021
